Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
GOLDWIN INC,JP,"Textiles, Apparel & Luxury Goods",B,2.8,,2.7,4.3
GRACO INC,US,Industrial Machinery,A,6.6,4.8,6.2,5.2
GRAFTECH FINANCE INC,US,Electrical Equipment,B,2.6,2.9,5.7,5.1
GRAFTECH INTERNATIONAL LTD,US,Electrical Equipment,B,2.6,,5.7,5.1
GRAHAM PACKAGING COMPANY INC,US,Containers & Packaging,B,1.7,3.5,4.2,5.5
GRANITE CONSTRUCTION INCORPORATED,US,Construction & Engineering,A,5.8,,4.0,5.2
GRAPHIC PACKAGING HOLDING COMPANY,US,Containers & Packaging,A,7.0,5.3,4.5,6.5
"GRAPHIC PACKAGING INTERNATIONAL PARTNERS, LLC",US,Containers & Packaging,A,7.0,,4.5,6.5
"GRAPHIC PACKAGING INTERNATIONAL, LLC",US,Containers & Packaging,A,7.0,5.3,4.5,6.5
"GREAT AMERICAN FINANCIAL RESOURCES, INC",US,Property & Casualty Insurance,B,2.6,1.4,4.1,4.3
GREAT LAKES DREDGE & DOCK CORPORATION,US,Construction & Engineering,A,6.7,2.6,3.2,6.3
"GREAT SOUTHERN BANCORP, INC",US,Banks,B,2.4,1.7,3.5,2.8
GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY,US,Life & Health Insurance,A,6.6,8.2,5.3,4.9
GREAT-WEST LIFECO FINANCE (DELAWARE) LP,US,Life & Health Insurance,A,6.6,8.2,5.3,4.9
"GREAT-WEST LIFECO FINANCE 2018, LP",US,Life & Health Insurance,A,6.6,8.2,5.3,4.9
"GREAT-WEST LIFECO US FINANCE 2020, LP",US,Life & Health Insurance,A,6.6,,5.3,4.9
"GREENHILL & CO, INC",US,Investment Banking & Brokerage,B,2.1,2.0,1.9,5.9
GREENLAND HONG KONG HOLDINGS LIMITED,CN,Real Estate Development & Diversified Activities,B,2.2,4.5,2.2,3.2
"GREIF, INC",US,Containers & Packaging,A,6.1,7.5,4.8,3.5
"GRG Banking Equipment Co, Ltd",CN,"Technology Hardware, Storage & Peripherals",B,2.7,2.8,3.0,4.9
"GRID DYNAMICS HOLDINGS, INC",US,Software & Services,B,2.6,3.8,2.2,5.0
"GROUP 1 AUTOMOTIVE, INC",US,Retail - Consumer Discretionary,A,7.1,2.5,6.3,6.3
GRUBHUB HOLDINGS INC,US,Software & Services,A,6.6,1.5,5.5,6.4
GS FINANCE CORP,US,Investment Banking & Brokerage,A,7.13,10.0,6.2,3.1
GS Yuasa Corporation,JP,Electrical Equipment,A,6.3,5.9,5.6,4.9
GUARANTY BANK (AUSTIN),US,Banks,A,5.9,7.6,4.0,6.3
"GUIDEWIRE SOFTWARE, INC",US,Software & Services,A,6.9,5.0,5.3,5.6
GULFPORT ENERGY CORPORATION,US,Oil & Gas Exploration & Production,B,2.5,1.0,3.0,6.4
"GUOSEN SECURITIES CO, LTD",CN,Investment Banking & Brokerage,B,2.1,2.3,1.6,4.6
GYP HOLDINGS III CORP,US,Trading Companies & Distributors,A,6.9,3.0,6.6,6.5
"Gaming and Leisure Properties, Inc",US,Real Estate Management & Services,B,2.4,,2.2,4.6
"Gansu Provincial Highway Aviation Tourism Investment Group Co, Ltd",CN,Trading Companies & Distributors,B,2.6,3.5,4.1,3.8
"Gansu-Highway Traffic Construction Group Co,Ltd",CN,Trading Companies & Distributors,B,2.6,3.5,4.1,3.8
Gatos Silver Inc,US,Metals and Mining - Precious Metals,B,1.6,1.1,2.9,5.5
Giant Network Group Co Ltd,CN,Media & Entertainment,B,2.7,6.9,3.3,3.6
Giken Ltd,JP,Construction & Farm Machinery & Heavy Trucks,B,2.3,2.9,5.0,3.2
"Ginlong Technologies Co,Ltd",CN,Electrical Equipment,B,1.5,7.1,4.9,1.5
Global One Real Estate Investment Corporation,JP,Real Estate Management & Services,B,1.8,7.1,1.5,3.5
Golden Nugget Online Gaming Inc,US,Casinos & Gaming,B,1.9,4.8,4.0,2.2
Great River Energy,US,Utilities,B,1.6,,4.4,3.4
"Guangdong Giant Leap Construction Co, Ltd",CN,Real Estate Development & Diversified Activities,B,2.2,6.3,0.5,3.0
"Guangdong Haid Group Co, Limited",CN,Food Products,B,1.9,2.8,1.8,4.3
Guangdong Kinlong Hardware Products Co Ltd,CN,Building Products,B,1.6,4.8,3.1,3.4
Guangzhou Baiyun International Airport Company Limited,CN,Transportation Infrastructure,B,1.9,,3.5,2.7
Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,CN,Pharmaceuticals,A,6.7,9.7,5.2,3.7
Guangzhou Haige Communications Group Incorporated Company,CN,"Technology Hardware, Storage & Peripherals",B,1.5,2.8,3.2,3.2
"Guangzhou Panyu Agile Realty Development Co, Ltd",CN,Real Estate Development & Diversified Activities,B,2.7,4.5,2.4,3.3
Guangzhou Shiyuan Electronic Technology Company Limited,CN,"Electronic Equipment, Instruments & Components",B,1.9,2.8,3.6,3.8
Guangzhou Tinci Materials Technology Co Ltd,CN,Commodity Chemicals,B,1.6,3.0,0.0,3.7
"Guotai Junan Securities Co, Ltd",CN,Investment Banking & Brokerage,B,2.4,3.3,2.0,3.9
HAEMONETICS CORPORATION,US,Health Care Equipment & Supplies,A,6.7,6.6,6.2,5.3
HAIDILAO INTERNATIONAL HOLDING LTD,CN,Restaurants,B,1.8,3.9,4.0,4.0
HALLIBURTON COMPANY,US,Energy Equipment & Services,A,6.0,7.8,5.8,5.2
HAMAMATSU PHOTONICS KK,JP,"Electronic Equipment, Instruments & Components",B,2.3,4.8,4.7,3.5
"HAMILTON HOLDCO, LLC",US,Trading Companies & Distributors,A,6.3,3.5,7.0,5.7
HANATOUR SERVICE INC,KR,Hotels & Travel,B,1.7,,2.8,2.5
"HANGER, INC",US,Health Care Providers & Services,A,6.7,7.3,5.2,6.2
"HANGZHOU GREATSTAR INDUSTRIAL CO, LTD",CN,Industrial Machinery,B,1.7,3.2,3.9,3.5
"HANKOOK & COMPANY CO, LTD",KR,Auto Components,A,6.3,2.2,6.4,4.6
"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC",US,Diversified Financials,A,5.9,9.7,2.9,5.7
HANNOVER FINANCE INC,US,Multi-Line Insurance & Brokerage,A,7.0,,6.7,5.2
HANSOH PHARMACEUTICAL GROUP COMPANY LIMITED,CN,Pharmaceuticals,A,6.7,4.9,5.4,4.8
"HANSSEM CO,LTD",KR,Household Durables,B,2.4,4.2,2.9,4.2
"HANWHA INVESTMENT&SECURITIES CO,LTD",KR,Investment Banking & Brokerage,B,2.1,,3.1,4.2
"HARLEY-DAVIDSON FINANCIAL SERVICES, INC",US,Consumer Finance,A,7.13,7.1,4.8,5.2
"HARLEY-DAVIDSON, INC",US,Automobiles,A,7.13,,4.8,5.2
"HARMAN INTERNATIONAL INDUSTRIES, INCORPORATED",US,Household Durables,A,7.0,7.7,4.7,2.9
HARMONIC INC,US,"Technology Hardware, Storage & Peripherals",A,6.4,2.0,4.6,6.2
HASEKO Corporation,JP,Real Estate Development & Diversified Activities,A,6.3,5.3,6.2,4.5
"HASEKO Real Estate Development,inc",JP,Real Estate Development & Diversified Activities,A,6.3,5.3,6.2,4.5
HAT HOLDINGS I LLC,US,Diversified Financials,A,5.9,9.7,2.9,5.7
"HAWAIIAN ELECTRIC COMPANY, INC",US,Utilities,A,6.1,5.0,5.2,7.0
"HAWAIIAN ELECTRIC INDUSTRIES, INC",US,Utilities,A,6.1,5.0,5.2,7.0
HAZAMA ANDO CORPORATION,JP,Construction & Engineering,A,6.3,3.8,7.4,4.2
"HCA HEALTHCARE, INC",US,Health Care Providers & Services,A,6.5,6.5,5.1,6.8
HCA INC,US,Health Care Providers & Services,A,6.5,6.5,5.1,6.8
"HCI GROUP, INC",US,Property & Casualty Insurance,B,2.1,2.5,3.0,5.4
HCL AMERICA INC,US,Software & Services,A,6.9,6.8,3.8,6.8
HDC HYUNDAI DEVELOPMENT COMPANY,KR,Construction & Engineering,B,2.5,3.7,2.9,1.8
"HEALTH CATALYST, INC",US,Health Care Equipment & Supplies,A,6.3,6.7,5.8,5.8
"HEALTHCARE SERVICES GROUP, INC",US,Commercial Services & Supplies,A,5.9,3.8,4.9,5.6
"HEALTHCARE TRUST OF AMERICA HOLDINGS, LP",US,Real Estate Management & Services,B,2.6,4.1,1.2,5.9
"HEALTHCARE TRUST OF AMERICA, INC",US,Real Estate Management & Services,B,2.6,4.1,1.2,5.9
"HEALTHEDGE SOFTWARE, INC",US,Asset Management & Custody Banks,B,1.7,,5.1,3.1
"HEIWA REAL ESTATE CO,LTD",JP,Real Estate Development & Diversified Activities,A,5.9,5.1,6.4,4.7
"HELMERICH & PAYNE, INC",US,Energy Equipment & Services,B,1.8,2.5,5.8,5.8
HENGAN INTERNATIONAL GROUP COMPANY LIMITED,CN,Household & Personal Products,B,2.7,3.0,3.4,4.5
"HERCULES CAPITAL, INC",US,Asset Management & Custody Banks,B,2.6,,4.0,5.6
HERITAGE COMMERCE CORP,US,Banks,B,2.5,,3.0,6.0
"HERITAGE-CRYSTAL CLEAN, INC",US,Commercial Services & Supplies,B,1.6,1.8,5.8,4.1
HEXCEL CORPORATION,US,Commodity Chemicals,A,6.5,5.1,1.7,4.7
HEXION ESCROW CORPORATION,US,Diversified Chemicals,B,2.4,3.0,3.3,5.5
HEXION INC,US,Diversified Chemicals,B,2.4,3.0,3.3,5.5
HEXION US FINANCE CORP,US,Diversified Chemicals,B,2.4,3.0,3.3,5.5
"HF LOGISTICS-SKX T1, LLC",US,"Textiles, Apparel & Luxury Goods",B,1.9,1.6,3.1,3.4
HIGHLANDS CAPITAL TRUST I,US,Banks,B,2.7,1.5,3.0,4.5
"HILL-ROM HOLDINGS, INC",US,Health Care Equipment & Supplies,A,7.1,6.3,6.4,4.4
HILTON DOMESTIC OPERATING COMPANY INC,US,Hotels & Travel,A,6.6,6.7,3.8,4.5
"HILTON GRAND VACATIONS BORROWER ESCROW, LLC",US,Hotels & Travel,A,6.9,4.1,5.5,4.7
HILTON GRAND VACATIONS BORROWER LLC,US,Hotels & Travel,A,6.9,4.1,5.5,4.7
HILTON GRAND VACATIONS INC,US,Hotels & Travel,A,6.9,4.1,5.5,4.7
HILTON WORLDWIDE HOLDINGS INC,US,Hotels & Travel,A,6.6,,3.8,4.5
"HIROSE ELECTRIC CO, LTD",JP,"Electronic Equipment, Instruments & Components",A,5.8,3.8,5.3,4.0
"HITACHI AMERICA CAPITAL, LTD",US,Industrial Conglomerates,A,7.0,6.0,3.2,6.6
HL Klemove Corp,KR,Auto Components,A,6.3,6.2,5.5,3.0
HLB INC,KR,Construction & Farm Machinery & Heavy Trucks,B,2.1,4.3,4.3,1.3
"HLSS HOLDINGS, LLC",US,Asset Management & Custody Banks,B,1.5,6.7,2.7,4.2
HOLCIM FINANCE US LLC,US,Construction Materials,A,6.7,4.4,4.9,4.9
"HOME BANCSHARES, INC",US,Banks,B,2.7,,3.1,4.1
HOMESTREET BANK,US,Banks,A,6.7,1.0,3.5,6.4
"HOMESTREET, INC",US,Banks,A,6.7,1.0,3.5,6.4
"HONDA FINANCE CO,LTD",JP,Automobiles,A,7.1,8.5,1.8,5.4
"HONDA MOTOR CO, LTD",JP,Automobiles,A,7.1,8.5,1.8,5.4
"HOPE BANCORP, INC",US,Banks,B,2.7,0.0,2.9,5.4
"HORNBECK OFFSHORE SERVICES, INC",US,Energy Equipment & Services,B,1.6,3.6,7.6,5.2
HOSHIZAKI CORPORATION,JP,Industrial Machinery,A,6.3,4.7,8.3,4.3
HOSOKAWA MICRON CORPORATION,JP,Industrial Machinery,B,1.7,3.7,4.3,3.3
"HOTEL SHILLA CO,LTD",KR,Retail - Consumer Discretionary,B,2.4,2.1,3.5,4.6
"HOULIHAN LOKEY, INC",US,Investment Banking & Brokerage,B,2.6,4.4,2.5,3.1
HOUSE FOODS GROUP INC,JP,Food Products,A,5.9,4.0,6.8,3.4
HOYA CORPORATION,JP,Health Care Equipment & Supplies,A,7.1,10.0,5.4,6.4
HUA HONG SEMICONDUCTOR LIMITED,CN,Semiconductors & Semiconductor Equipment,B,2.7,,3.9,3.0
"HUAAN SECURITIES CO, LTD",CN,Investment Banking & Brokerage,B,2.6,5.5,0.9,3.9
HUARONG XIANGJIANG BANK CORPORATION LIMITED,CN,Asset Management & Custody Banks,B,2.6,8.0,3.5,2.2
"HUATAI SECURITIES CO,LTD",CN,Investment Banking & Brokerage,A,6.6,6.5,2.9,5.2
"HUB GROUP, INC",US,Air Freight & Logistics,A,6.5,,6.8,3.8
HUBBELL INCORPORATED,US,Electrical Equipment,A,5.9,4.6,4.6,7.2
"HULU, LLC",US,Media & Entertainment,A,5.8,,4.8,4.9
HUMANA INC,US,Health Care Providers & Services,A,6.3,10.0,4.6,5.7
"HUMANIGEN, INC",US,Biotechnology,A,5.9,,4.2,4.9
HUNTSMAN CORPORATION,US,Diversified Chemicals,B,2.0,4.2,2.2,5.9
HUNTSMAN INTERNATIONAL LLC,US,Specialty Chemicals,B,2.0,4.2,2.2,5.9
"HWASEUNG ENTERPRISE CO,LTD",KR,"Textiles, Apparel & Luxury Goods",B,1.5,3.2,3.8,1.9
HYOSUNG CORPORATION,KR,Industrial Conglomerates,B,2.8,,3.3,2.7
"HYSTER-YALE GROUP, INC",US,Industrial Machinery,A,6.0,6.1,6.1,3.9
"HYSTER-YALE MATERIALS HANDLING, INC",US,Industrial Machinery,A,6.0,6.1,6.1,3.9
HYUNDAI AUTOEVER CORPORATION,KR,Software & Services,B,1.9,5.8,3.5,1.3
HYUNDAI CAPITAL AMERICA,US,Automobiles,B,2.0,6.5,2.3,1.2
"HYUNDAI CAPITAL SERVICES, INC",KR,Consumer Finance,B,2.0,,2.3,1.2
HYUNDAI KEFICO CORPORATION,KR,Automobiles,B,2.0,6.5,2.3,1.2
"HYUNDAI MARINE & FIRE INSURANCE CO, LTD",KR,Property & Casualty Insurance,A,6.3,,4.3,4.8
HYUNDAI MOTOR COMPANY,KR,Automobiles,B,2.0,6.5,2.3,1.2
HYUNDAI ROTEM COMPANY,KR,Construction & Farm Machinery & Heavy Trucks,B,1.8,4.4,3.6,3.3
"HYUNDAI SAMHO HEAVY INDUSTRIES CO, LTD",KR,Construction & Farm Machinery & Heavy Trucks,B,2.6,6.2,1.8,3.7
Haesung DS Co Ltd,KR,Semiconductors & Semiconductor Equipment,B,1.5,2.6,5.4,3.1
"Haimen Zhongnan Investment Development (International) Co, Ltd",CN,Real Estate Development & Diversified Activities,B,1.5,3.8,1.4,2.7
Halla Holdings Corporation,KR,Auto Components,B,2.0,3.7,8.3,2.6
"Hana Capital, Co, Ltd",KR,Banks,A,7.0,5.4,4.4,5.7
Hana F&I Inc,KR,Banks,A,7.0,5.4,4.4,5.7
Hana Financial Group Inc,KR,Banks,A,7.0,5.4,4.4,5.7
"Hana Financial Investment Co, Ltd",KR,Banks,A,7.0,5.4,4.4,5.7
"Hana Life Insurance Co, Ltd",KR,Banks,A,7.0,5.4,4.4,5.7
Hanalogis No1,KR,Banks,A,7.0,,4.4,5.7
Hangzhou Lion Electronics Co Ltd,CN,Semiconductors & Semiconductor Equipment,B,1.8,4.1,2.7,4.7
"Hangzhou Silan Microelectronics Co, Ltd",CN,Semiconductors & Semiconductor Equipment,B,2.4,5.8,6.1,1.3
Harmonic Drive Systems Inc,JP,Industrial Machinery,B,2.0,4.1,5.6,2.7
Hefei Meyer Optoelectronic Technology Inc,CN,Industrial Machinery,B,2.3,2.3,6.3,4.5
Hello Group Inc,CN,Interactive Media & Services,B,1.9,6.4,2.4,3.3
"Hengtong Optic-Electric CO,LTD",CN,"Technology Hardware, Storage & Peripherals",B,2.1,7.2,3.0,3.2
"Hengyi Petrochemical Co, Ltd",CN,Commodity Chemicals,B,1.6,2.2,4.0,4.1
Hiday Hidaka Corp,JP,Restaurants,B,2.5,1.5,4.7,4.0
"Hitachi Metals, Ltd",JP,Steel,A,6.8,,4.7,4.1
"Hitachi, Ltd",JP,Industrial Conglomerates,A,7.0,,3.2,6.6
"Hithink RoyalFlush Information Network Co, Ltd",CN,Diversified Financials,B,1.7,6.5,1.6,4.2
Hokuriku Electric Power Company,JP,Utilities,B,2.5,,2.0,2.6
Holley Inc,US,Auto Components,B,1.7,2.8,3.5,3.5
Homology Medicines Inc,US,Biotechnology,A,6.9,7.1,4.5,6.2
Honest Company Inc,US,Household & Personal Products,B,2.4,2.1,2.8,5.4
"Hoshino Resorts REIT, Inc",JP,Real Estate Management & Services,B,2.4,4.6,2.2,6.3
Hosiden Corporation,JP,"Electronic Equipment, Instruments & Components",B,1.9,2.5,4.3,3.9
"Huachen Energy Co, Ltd",CN,Metals and Mining - Non-Precious Metals,B,2.1,2.1,2.8,2.6
Huagong Tech Company Limited,CN,"Electronic Equipment, Instruments & Components",B,1.6,3.4,3.5,3.6
"Huarong Industry Investment Management Co, Ltd",CN,Asset Management & Custody Banks,B,2.6,8.0,3.5,2.2
"Huarong Rongde Asset Management Co, Ltd",CN,Asset Management & Custody Banks,B,2.6,8.0,3.5,2.2
"Huarong Securities Co, Ltd",CN,Asset Management & Custody Banks,B,2.6,8.0,3.5,2.2
Huizhou Desay SV Automotive Co Ltd,CN,Auto Components,B,1.7,3.5,3.7,3.4
"Hulic Reit, Inc",JP,Real Estate Management & Services,A,6.1,7.4,4.6,5.2
Humacyte Inc,US,Biotechnology,A,6.9,7.1,4.8,5.7
"Huons Global Co, Ltd",KR,Pharmaceuticals,B,2.8,,3.8,3.2
Hyliion Holdings Corp,US,Construction & Farm Machinery & Heavy Trucks,A,6.2,3.7,5.3,5.8
Hyosung Heavy Industries Corporation,KR,Electrical Equipment,B,2.2,,5.4,2.7
"Hyundai Green Food Co,Ltd",KR,Retail - Food & Staples,B,1.9,3.2,5.2,2.5
Hyzon Motors Inc,US,Construction & Farm Machinery & Heavy Trucks,B,2.1,,3.4,4.5
"I3 VERTICALS, INC",US,Software & Services,B,1.7,6.7,2.0,4.2
"I3 VERTICALS, LLC",US,Software & Services,B,1.7,6.7,2.0,4.2
"IAC GROUP, LLC",US,Interactive Media & Services,B,2.4,6.2,1.9,4.5
"ICF INTERNATIONAL, INC",US,Professional Services,A,6.7,10.0,5.7,5.8
"ICG COMMUNICATIONS, INC",US,Telecommunication Services,A,6.6,10.0,5.7,4.4
"ICG FUNDING, LLC",US,Telecommunication Services,A,6.6,10.0,5.7,4.4
"ICG SERVICES, INC",US,Telecommunication Services,A,6.6,10.0,5.7,4.4
"ICHIKOH INDUSTRIES, LTD",JP,Auto Components,A,6.7,,7.6,2.0
ICICI Bank Limited (New York Branch),US,Banks,A,6.2,6.0,5.1,3.4
"IDACORP, INC",US,Utilities,A,6.7,6.1,4.7,6.9
IDAHO POWER COMPANY,US,Utilities,A,6.7,,4.7,6.9
IDEC CORPORATION,JP,Electrical Equipment,B,1.5,4.8,7.3,4.2
IDOM Inc,JP,Retail - Consumer Discretionary,B,2.4,,4.4,3.2
"IES HOLDINGS, INC",US,Construction & Engineering,A,5.8,3.3,3.3,5.3
IGM Biosciences Inc,US,Biotechnology,A,6.6,7.3,4.5,6.0
"IHEARTCOMMUNICATIONS, INC",US,"Broadcasting, Cable & Satellite",A,7.1,8.0,6.0,5.2
"IHEARTMEDIA, INC",US,Media & Entertainment,A,7.1,,6.0,5.2
"IINO KAIUN KAISHA, LTD",JP,Marine Transport,A,6.9,6.9,5.0,3.8
"IIP OPERATING PARTNERSHIP, LP",US,Real Estate Management & Services,B,1.6,3.9,1.9,5.4
ILFC E-CAPITAL TRUST I,US,Trading Companies & Distributors,A,7.1,,5.0,6.0
ILFC E-CAPITAL TRUST II,US,Trading Companies & Distributors,A,7.1,6.1,5.0,6.0
ILLINOIS CENTRAL RAILROAD COMPANY,US,Road & Rail Transport,A,6.9,5.6,3.9,6.4
ILLINOIS TOOL WORKS INC,US,Industrial Machinery,A,6.9,4.8,4.6,6.2
"ILYANG PHARMACEUTICAL CO,LTD",KR,Pharmaceuticals,B,2.1,1.7,4.0,2.6
"IMPAX LABORATORIES, LLC",US,Pharmaceuticals,B,1.8,,2.6,3.4
INBANK,US,Banks,A,6.5,6.2,3.8,5.6
INCITEC PIVOT FINANCE LLC,US,Diversified Chemicals,A,6.8,,3.2,7.1
"INCONTACT, INC",US,Software & Services,A,6.9,,4.1,6.7
"INDEPENDENCE REALTY OPERATING PARTNERSHIP, LP",US,Real Estate Management & Services,B,1.8,3.3,1.0,6.4
"INDEPENDENCE REALTY TRUST, INC",US,Real Estate Management & Services,B,1.8,3.3,1.0,6.4
"INDEPENDENT BANK GROUP, INC",US,Banks,B,2.7,0.1,2.6,5.6
INDIANA MICHIGAN POWER COMPANY,US,Utilities,A,5.8,,6.6,5.8
INDIANAPOLIS POWER & LIGHT COMPANY,US,Utilities,A,6.0,,4.9,6.3
INDUSTRIAL BANK CO LTD SHANGHAI PILOT FREE TRADE ZONE BRANCH,CN,Banks,A,5.9,,4.7,3.7
"INDUSTRIAL BANK CO,LTD",CN,Banks,A,5.9,6.6,4.7,3.7
INDUSTRIAL LOGISTICS PROPERTIES TRUST,US,Real Estate Management & Services,B,1.8,5.2,4.0,3.1
INFINERA CORPORATION,US,"Technology Hardware, Storage & Peripherals",A,6.7,2.6,5.0,6.1
INGERSOLL RAND INC,US,Industrial Machinery,A,6.0,,3.0,5.9
"INNER MONGOLIA YITAI COAL CO, LTD",CN,Metals and Mining - Non-Precious Metals,B,2.3,2.6,1.8,3.2
INNOSPEC INC,US,Specialty Chemicals,A,7.1,,3.3,6.8
INNOVATE CORP,US,Industrial Conglomerates,A,6.5,3.4,5.3,5.7
"INNOVATIVE INDUSTRIAL PROPERTIES, INC",US,Real Estate Management & Services,B,1.6,3.9,1.9,5.4
"INOVIO PHARMACEUTICALS, INC",US,Biotechnology,A,6.6,7.1,4.5,5.5
"INSIGHT ENTERPRISES, INC",US,"Electronic Equipment, Instruments & Components",A,6.8,2.8,4.4,6.3
"INSUN Environmental New Technology Co, Ltd",KR,Commercial Services & Supplies,B,1.6,,4.0,1.7
"INTAPP, INC",US,Software & Services,A,6.9,4.4,5.1,5.9
INTEC Inc,JP,Software & Services,A,7.1,6.6,5.4,4.9
"INTEGRYS HOLDING, INC",US,Utilities,A,6.5,6.4,5.0,6.0
"INTELLIA THERAPEUTICS, INC",US,Biotechnology,A,5.9,,5.0,4.8
"INTER PARFUMS, INC",US,Household & Personal Products,B,2.4,,3.7,3.2
"INTERCEPT PHARMACEUTICALS, INC",US,Biotechnology,B,2.4,5.5,2.9,4.5
"INTERCONTINENTAL EXCHANGE, INC",US,Diversified Financials,A,7.0,9.0,4.9,5.2
"INTERMUNE, INC",US,Pharmaceuticals,A,6.9,6.5,4.6,6.1
INTERNATIONAL BANCSHARES CORPORATION,US,Banks,A,6.2,0.0,3.9,4.4
INTERNATIONAL LEASE FINANCE CORPORATION,US,Trading Companies & Distributors,A,7.1,6.1,5.0,6.0
INTERNATIONAL PAPER COMPANY,US,Containers & Packaging,A,7.0,6.1,4.7,5.8
"INTERNATIONAL SEAWAYS, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.1,1.5,3.5,6.5
"INTRALOT, INC",US,Casinos & Gaming,A,6.5,5.9,6.1,4.9
INVESCO LTD,US,Asset Management & Custody Banks,A,6.9,10.0,4.8,6.6
INVESCO MORTGAGE CAPITAL INC,US,Asset Management & Custody Banks,B,1.8,6.7,2.9,6.8
INVITATION HOMES INC,US,Real Estate Management & Services,B,2.4,3.3,1.1,7.1
INVITATION HOMES OPERATING PARTNERSHIP LP,US,Real Estate Management & Services,B,2.4,3.3,1.1,7.1
"ION MEDIA NETWORKS, INC",US,Media & Entertainment,A,6.9,8.0,5.5,5.0
IPALCO ENTERPRISES INC,US,Utilities,A,6.0,,4.9,6.3
"IQIYI, INC",CN,Media & Entertainment,B,2.5,6.5,5.3,1.3
IR Japan Holdings Ltd,JP,Professional Services,B,1.5,7.0,3.5,4.9
IRIDIUM COMMUNICATIONS INC,US,Telecommunication Services,A,6.6,6.9,5.5,5.8
IRIDIUM SATELLITE LLC,US,Telecommunication Services,A,6.6,6.9,5.5,5.8
"IRISO ELECTRONICS CO, LTD",JP,"Electronic Equipment, Instruments & Components",B,1.9,2.9,3.7,3.6
IRON MOUNTAIN INCORPORATED,US,Software & Services,A,7.1,9.7,4.3,6.2
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",US,Software & Services,A,7.1,9.7,4.3,6.2
ISRAEL DISCOUNT BANK OF NEW YORK,US,Banks,A,7.0,3.3,4.6,5.8
ITOCHU Techno-Solutions Corporation,JP,Software & Services,A,6.7,6.3,4.0,5.9
Ichigo Office REIT Investment Corporation,JP,Real Estate Management & Services,B,1.6,5.4,1.4,4.4
Icosavax Inc,US,Biotechnology,A,6.2,6.6,4.4,5.8
"Iida Group Holdings Co,Ltd",JP,Real Estate Development & Diversified Activities,B,2.4,3.1,3.1,2.7
Imago BioSciences Inc,US,Biotechnology,A,6.2,6.4,4.5,5.9
Imeik Technology Development Co Ltd,CN,Biotechnology,B,1.7,4.9,3.5,3.8
Immunitybio Inc,US,Biotechnology,B,1.7,6.5,5.1,3.9
Immunotech Biopharm Ltd,CN,Biotechnology,B,2.8,6.9,4.1,4.0
Immunovant Inc,US,Biotechnology,A,6.9,7.3,4.5,4.1
"Inabata & Co,Ltd",JP,Trading Companies & Distributors,B,2.0,4.3,5.0,3.3
"Industrial Bank Financial Leasing Co, Ltd",CN,Banks,A,5.9,6.6,4.7,3.7
"Industrial Consumer Finance CO, LTD",CN,Banks,A,5.9,6.6,4.7,3.7
Ingenic Semiconductor Co Ltd,CN,Semiconductors & Semiconductor Equipment,B,2.4,2.1,4.7,4.9
"Ingles Markets, Incorporated",US,Retail - Food & Staples,B,1.6,2.6,4.0,1.9
Inhibrx Inc,US,Biotechnology,B,2.8,5.4,4.3,5.9
Intra-Cellular Therapies Inc,US,Pharmaceuticals,A,6.4,3.0,4.7,4.7
"Iron Mountain Information Management, LLC",US,Software & Services,A,7.1,9.7,4.3,6.2
Isetan Mitsukoshi Holdings Ltd,JP,Retail - Consumer Discretionary,A,6.3,3.4,5.6,4.9
J & J SNACK FOODS CORP,US,Food Products,B,1.9,1.6,4.8,3.9
"J B HUNT TRANSPORT SERVICES, INC",US,Road & Rail Transport,A,6.9,,3.0,4.9
"J B HUNT TRANSPORT, INC",US,Road & Rail Transport,A,6.9,7.7,3.0,4.9
"JA Solar Technology Co, Ltd",CN,Semiconductors & Semiconductor Equipment,B,2.4,,4.1,1.9
"JACCS CO, LTD",JP,Consumer Finance,B,2.0,9.3,4.3,2.5
"JACK HENRY & ASSOCIATES, INC",US,Software & Services,A,6.4,8.7,4.2,6.4
JACOBS ENGINEERING GROUP INC,US,Professional Services,A,6.3,,4.8,5.7
"JAPAN POST BANK Co,Ltd",JP,Banks,B,2.7,3.8,3.5,3.6
"JAPAN POST HOLDINGS Co,Ltd",JP,Life & Health Insurance,A,6.4,,5.5,2.9
JARDEN LLC,US,Household Durables,A,6.2,7.7,3.2,5.9
"JAZZ PHARMACEUTICALS, INC",US,Pharmaceuticals,A,6.4,2.4,4.5,6.5
"JB FINANCIAL GROUP CO,LTD",KR,Banks,A,5.9,4.5,3.7,5.5
"JB Woori Capital Co, Ltd",KR,Banks,A,5.9,4.5,3.7,5.5
JBG SMITH PROPERTIES,US,Real Estate Management & Services,A,6.1,7.7,4.4,5.7
"JCR Pharmaceuticals Co, Ltd",JP,Pharmaceuticals,B,2.8,2.5,4.4,2.6
JD Health International Inc,CN,Retail - Food & Staples,A,7.0,6.1,6.7,3.4
"JELD-WEN HOLDING, INC",US,Building Products,A,6.1,5.1,5.3,5.9
